#Total 4140 genes are submitted
#324 of them are predicted as essential genes
Class(essential gene:1,others:0)	Essentiality Score	Protein
0	0.0		gi|1788386|gb|AAC751
0	0.0122		gi|1788387|gb|AAC751
0	0.0119		gi|1788388|gb|AAC751
0	0.0		gi|226510956|gb|ACO5
0	0.0		gi|226510957|gb|ACO6
0	0.0119		gi|87082036|gb|AAC75
0	0.0		gi|1788390|gb|AAC751
0	0.0		gi|1788391|gb|AAC751
0	0.0		gi|1788392|gb|AAC751
0	0.0		gi|1788393|gb|AAC751
0	0.036		gi|1788394|gb|AAC751
0	0.0		gi|87082037|gb|AAC75
0	0.0		gi|1788397|gb|AAC751
0	0.0		gi|1788398|gb|AAC751
0	0.0		gi|87082038|gb|AAC75
0	0.0478		gi|1788402|gb|AAC751
0	0.0		gi|226510958|gb|AAC7
0	0.0		gi|1788405|gb|AAC751
0	0.0		gi|1788407|gb|AAC751
0	0.0		gi|1788409|gb|AAC751
0	0.0		gi|1788410|gb|AAC751
0	0.0119		gi|1788411|gb|AAC751
0	0.0598		gi|87082041|gb|AAC75
0	0.0		gi|87082042|gb|AAC75
0	0.0		gi|1788415|gb|AAC751
0	0.0		gi|1788416|gb|AAC751
0	0.0		gi|1788417|gb|AAC751
0	0.0		gi|1788418|gb|AAC751
0	0.012		gi|87082043|gb|AAC75
0	0.0961		gi|1788420|gb|AAC751
0	0.0		gi|1788421|gb|AAC751
0	0.0241		gi|1788422|gb|AAC751
0	0.0		gi|1788423|gb|AAC751
0	0.0		gi|87082044|gb|AAC75
0	0.0		gi|1788426|gb|AAC751
0	0.0		gi|1788427|gb|AAC751
0	0.0		gi|1788428|gb|AAC751
0	0.0		gi|1788429|gb|AAC751
0	0.0		gi|1788430|gb|AAC751
0	0.128		gi|87082045|gb|AAC75
1	0.88		gi|1788432|gb|AAC751
0	0.0		gi|1788436|gb|AAC751
0	0.0		gi|87082048|gb|ABD18
0	0.0		gi|87082049|gb|AAC75
0	0.0		gi|1788439|gb|AAC751
0	0.0239		gi|1788440|gb|AAC751
0	0.0		gi|87082051|gb|AAC75
0	0.0		gi|1788443|gb|AAC751
0	0.012		gi|87082052|gb|AAC75
0	0.0		gi|1788446|gb|AAC751
0	0.0358		gi|1788448|gb|AAC751
0	0.0		gi|87082053|gb|ABD18
0	0.0		gi|1788449|gb|AAC751
0	0.0119		gi|1788450|gb|AAC751
0	0.0		gi|1788451|gb|AAC751
0	0.012		gi|1788452|gb|AAC751
0	0.0121		gi|1788453|gb|AAC751
0	0.0		gi|1788454|gb|AAC751
0	0.0122		gi|87082054|gb|AAC75
0	0.0		gi|87082055|gb|AAC75
0	0.0		gi|87082056|gb|AAC75
0	0.0		gi|1788459|gb|AAC751
0	0.0		gi|226510959|gb|ACO6
0	0.0119		gi|1788462|gb|AAC752
0	0.0		gi|1788463|gb|AAC752
0	0.0		gi|1788464|gb|AAC752
0	0.0239		gi|1788465|gb|AAC752
0	0.0315		gi|1788466|gb|AAC752
0	0.0		gi|1788467|gb|AAC752
0	0.0		gi|1788468|gb|AAC752
0	0.0		gi|87082059|gb|AAC75
0	0.0		gi|1788471|gb|AAC752
0	0.0119		gi|1788472|gb|AAC752
0	0.0317		gi|1788473|gb|AAC752
0	0.012		gi|1788474|gb|AAC752
0	0.0		gi|1788475|gb|AAC752
1	0.8243		gi|1788476|gb|AAC752
0	0.0		gi|1788477|gb|AAC752
0	0.0		gi|1788478|gb|AAC752
0	0.012		gi|1788480|gb|AAC752
0	0.0122		gi|1788481|gb|AAC752
0	0.0119		gi|1788482|gb|AAC752
0	0.0238		gi|1788483|gb|AAC752
0	0.0		gi|1788484|gb|AAC752
0	0.0		gi|1788485|gb|AAC752
0	0.0119		gi|1788486|gb|AAC752
0	0.0119		gi|1788487|gb|AAC752
0	0.0		gi|1788488|gb|AAC752
0	0.0239		gi|1788490|gb|AAC752
0	0.0		gi|1788491|gb|AAC752
0	0.0119		gi|1788492|gb|AAC752
0	0.0		gi|1788493|gb|AAC752
0	0.0119		gi|1788494|gb|AAC752
0	0.0		gi|1788495|gb|AAC752
0	0.0		gi|87082060|gb|ABD18
0	0.0119		gi|87082061|gb|AAC75
0	0.0		gi|1788497|gb|AAC752
0	0.0238		gi|1788499|gb|AAC752
0	0.0		gi|87082062|gb|AAC75
0	0.0		gi|1788501|gb|AAC752
0	0.0		gi|1788502|gb|AAC752
0	0.0		gi|87082063|gb|AAC75
0	0.0		gi|1788504|gb|AAC752
0	0.0		gi|1788505|gb|AAC752
0	0.012		gi|1788506|gb|AAC752
0	0.0		gi|1788507|gb|AAC752
0	0.0198		gi|1788509|gb|AAC752
0	0.0		gi|1788510|gb|AAC752
0	0.0		gi|1788511|gb|AAC752
0	0.1115		gi|1788512|gb|AAC752
0	0.0		gi|1788513|gb|AAC752
0	0.0		gi|1788514|gb|AAC752
1	0.593		gi|1788515|gb|AAC752
0	0.0		gi|1788518|gb|AAC752
0	0.0239		gi|1788521|gb|AAC752
0	0.0122		gi|1788522|gb|AAC752
0	0.0239		gi|1788523|gb|AAC752
0	0.0359		gi|1788524|gb|AAC752
0	0.0124		gi|1788525|gb|AAC752
0	0.0122		gi|1788526|gb|AAC752
0	0.0362		gi|1788527|gb|AAC752
0	0.012		gi|1788528|gb|AAC752
0	0.0484		gi|87082064|gb|AAC75
0	0.0119		gi|1788530|gb|AAC752
0	0.0119		gi|87082065|gb|AAC75
0	0.0198		gi|1788532|gb|AAC752
0	0.0		gi|1788533|gb|AAC752
0	0.0		gi|1788534|gb|AAC752
0	0.0		gi|1788535|gb|AAC752
0	0.0		gi|1788536|gb|AAC752
0	0.0		gi|1788538|gb|AAC752
0	0.0		gi|1788539|gb|AAC752
0	0.0242		gi|1788540|gb|AAC752
0	0.0		gi|1788541|gb|AAC752
0	0.0		gi|1788542|gb|AAC752
0	0.0239		gi|1788543|gb|AAC752
0	0.0434		gi|1788544|gb|AAC752
0	0.0		gi|1788545|gb|AAC752
0	0.0316		gi|1788546|gb|AAC752
0	0.0		gi|145693157|gb|AAC7
0	0.012		gi|1788549|gb|AAC752
0	0.0		gi|1788550|gb|AAC752
0	0.0		gi|1788551|gb|AAC752
0	0.0		gi|1788552|gb|AAC752
0	0.0		gi|1788553|gb|AAC752
0	0.0		gi|1788554|gb|AAC752
0	0.012		gi|1788556|gb|AAC752
0	0.012		gi|1788557|gb|AAC752
0	0.0		gi|87082068|gb|AAC75
0	0.0		gi|87082069|gb|AAC75
1	0.9403		gi|1788562|gb|AAC752
0	0.1966		gi|1788564|gb|AAC752
0	0.0		gi|1788565|gb|AAC752
1	0.6979		gi|2367133|gb|AAC752
1	0.7578		gi|1788567|gb|AAC752
0	0.0		gi|1788568|gb|AAC752
0	0.0		gi|1788569|gb|AAC752
0	0.0		gi|1788572|gb|AAC752
0	0.0		gi|1788573|gb|AAC753
0	0.0		gi|1788574|gb|AAC753
0	0.0		gi|1788575|gb|AAC753
0	0.0		gi|1788576|gb|AAC753
0	0.0		gi|1788577|gb|AAC753
0	0.012		gi|87082070|gb|ABD18
0	0.0		gi|1788578|gb|AAC753
0	0.0238		gi|87082071|gb|AAC75
0	0.0198		gi|226510960|gb|AAC7
0	0.0		gi|1788581|gb|AAC753
0	0.0		gi|1788583|gb|AAC753
0	0.0		gi|87082072|gb|AAC75
0	0.0		gi|1788585|gb|AAC753
0	0.0		gi|1788586|gb|AAC753
0	0.0841		gi|145693159|gb|AAC7
0	0.0361		gi|1788588|gb|AAC753
0	0.0121		gi|1788589|gb|AAC753
0	0.0242		gi|1788590|gb|AAC753
0	0.0796		gi|1788591|gb|AAC753
0	0.0121		gi|87082074|gb|ABD18
0	0.0		gi|87082075|gb|AAC75
0	0.0		gi|87082076|gb|AAC75
0	0.012		gi|1788595|gb|AAC753
0	0.0239		gi|1788596|gb|AAC753
0	0.0359		gi|1788597|gb|AAC753
0	0.0238		gi|1788598|gb|AAC753
0	0.0358		gi|1788599|gb|AAC753
0	0.0		gi|87082077|gb|AAC75
0	0.0		gi|1788601|gb|AAC753
0	0.0124		gi|1788602|gb|AAC753
0	0.0956		gi|87082078|gb|AAC75
0	0.0119		gi|1788604|gb|AAC753
0	0.012		gi|1788606|gb|AAC753
0	0.0239		gi|87082079|gb|AAC75
0	0.0		gi|1788608|gb|AAC753
0	0.0119		gi|1788609|gb|AAC753
0	0.0		gi|226510961|gb|AAC7
0	0.0		gi|345297176|gb|AAC7
0	0.1201		gi|145693160|gb|AAC7
0	0.0963		gi|1788613|gb|AAC753
0	0.1518		gi|1788614|gb|AAC753
0	0.1394		gi|1788615|gb|AAC753
0	0.1202		gi|1788616|gb|AAC753
0	0.1202		gi|1788617|gb|AAC753
0	0.1082		gi|1788618|gb|AAC753
0	0.1082		gi|145693161|gb|AAC7
0	0.0723		gi|1788620|gb|AAC753
0	0.0723		gi|1788621|gb|AAC753
0	0.1082		gi|145693162|gb|AAC7
0	0.12		gi|1788624|gb|AAC753
0	0.0841		gi|1788625|gb|AAC753
0	0.0		gi|1788626|gb|AAC753
0	0.048		gi|1788627|gb|AAC753
0	0.0		gi|1788628|gb|AAC753
0	0.0		gi|1788629|gb|AAC753
0	0.0		gi|87082080|gb|AAC75
0	0.0119		gi|87082081|gb|AAC75
0	0.0		gi|1788632|gb|AAC753
0	0.0238		gi|1788633|gb|AAC753
0	0.0478		gi|1788635|gb|AAC753
0	0.0		gi|87082082|gb|AAC75
0	0.0		gi|1788637|gb|AAC753
0	0.0		gi|1788638|gb|AAC753
0	0.0		gi|1788639|gb|AAC753
0	0.0		gi|1788640|gb|AAC753
0	0.0		gi|1788641|gb|AAC753
0	0.012		gi|1788642|gb|AAC753
0	0.0		gi|1788643|gb|AAC753
0	0.0		gi|1788644|gb|AAC753
0	0.0198		gi|1788645|gb|AAC753
0	0.0		gi|1788646|gb|AAC753
0	0.0		gi|1788648|gb|AAC753
0	0.0		gi|1788649|gb|AAC753
0	0.0607		gi|1788650|gb|AAC753
0	0.0721		gi|1788651|gb|AAC753
0	0.036		gi|1788652|gb|AAC753
0	0.0122		gi|87082083|gb|AAC75
1	0.8245		gi|1788654|gb|AAC753
1	0.8845		gi|1788655|gb|AAC753
0	0.0241		gi|1788656|gb|AAC753
0	0.0479		gi|1788657|gb|AAC753
0	0.1195		gi|1788658|gb|AAC753
0	0.0482		gi|1788660|gb|AAC753
0	0.0		gi|1788661|gb|AAC753
0	0.0		gi|1788662|gb|AAC753
1	0.7128		gi|1788663|gb|AAC753
0	0.0		gi|87082084|gb|AAC75
0	0.0119		gi|1788665|gb|AAC753
0	0.0		gi|1788666|gb|AAC753
0	0.0119		gi|1788667|gb|AAC753
0	0.0119		gi|1788668|gb|AAC753
0	0.1397		gi|1788669|gb|AAC753
0	0.0362		gi|87082085|gb|AAC75
0	0.0		gi|1788671|gb|AAC753
0	0.0		gi|87082086|gb|AAC75
0	0.0		gi|1788674|gb|AAC753
0	0.0		gi|1788675|gb|AAC753
0	0.0		gi|1788676|gb|AAC753
0	0.0		gi|1788677|gb|AAC753
0	0.0		gi|1788680|gb|AAC753
0	0.0196		gi|1788681|gb|AAC754
0	0.0		gi|1788682|gb|AAC754
0	0.0		gi|1788683|gb|AAC754
0	0.012		gi|87082087|gb|AAC75
0	0.0198		gi|145693163|gb|AAC7
0	0.0		gi|1788687|gb|AAC754
0	0.0243		gi|1788688|gb|AAC754
0	0.0		gi|1788689|gb|AAC754
0	0.0		gi|1788690|gb|AAC754
0	0.0		gi|1788691|gb|AAC754
0	0.0		gi|1788692|gb|AAC754
0	0.0238		gi|1788693|gb|AAC754
0	0.0		gi|1788696|gb|AAC754
0	0.0		gi|1788699|gb|AAC754
0	0.0		gi|145693164|gb|AAC7
0	0.0		gi|1788702|gb|AAC754
0	0.0		gi|87082090|gb|AAC75
0	0.0		gi|1788704|gb|AAC754
0	0.0		gi|1788705|gb|AAC754
0	0.0		gi|87082092|gb|ABD18
0	0.0		gi|1788706|gb|AAC754
0	0.0		gi|1788707|gb|AAC754
0	0.0		gi|1788708|gb|AAC754
0	0.0		gi|1788710|gb|AAC754
0	0.0119		gi|1788711|gb|AAC754
0	0.0		gi|1788712|gb|AAC754
0	0.0		gi|1788713|gb|AAC754
0	0.0		gi|87082093|gb|AAC75
0	0.0119		gi|1788715|gb|AAC754
0	0.0119		gi|1788716|gb|AAC754
0	0.0		gi|1788717|gb|AAC754
0	0.0		gi|1788719|gb|AAC754
0	0.0		gi|2367134|gb|AAC754
0	0.0		gi|1788720|gb|AAC754
0	0.0359		gi|87082094|gb|AAC75
0	0.0		gi|226510962|gb|ACO6
0	0.0		gi|1788722|gb|AAC754
0	0.0119		gi|1788723|gb|AAC754
0	0.0		gi|1788724|gb|AAC754
0	0.0		gi|1788725|gb|AAC754
0	0.0		gi|1788726|gb|AAC754
0	0.0		gi|1788727|gb|AAC754
0	0.0357		gi|1788728|gb|AAC754
0	0.012		gi|1788729|gb|AAC754
0	0.0		gi|1788730|gb|AAC754
0	0.0		gi|1788732|gb|AAC754
0	0.0		gi|1788733|gb|AAC754
0	0.0		gi|1788734|gb|AAC754
0	0.0239		gi|1788736|gb|AAC754
0	0.0		gi|1788737|gb|AAC754
0	0.0		gi|87082095|gb|AAC75
0	0.0		gi|87082096|gb|AAC75
0	0.0		gi|87082097|gb|AAC75
0	0.0		gi|226510963|gb|AAC7
1	0.9801		gi|1788743|gb|AAC754
0	0.0		gi|2367136|gb|AAC754
0	0.0239		gi|1788745|gb|AAC754
0	0.0		gi|1788746|gb|AAC754
0	0.0		gi|1788747|gb|AAC754
0	0.0		gi|1788748|gb|AAC754
0	0.0		gi|1788749|gb|AAC754
0	0.0		gi|87082098|gb|ABD18
1	0.9883		gi|1788750|gb|AAC754
1	0.6811		gi|1788752|gb|AAC754
0	0.0		gi|1788753|gb|AAC754
0	0.024		gi|1788754|gb|AAC754
0	0.0238		gi|1788755|gb|AAC754
0	0.0477		gi|1788756|gb|AAC754
0	0.0393		gi|1788757|gb|AAC754
0	0.0198		gi|1788758|gb|AAC754
0	0.0		gi|1788759|gb|AAC754
0	0.0		gi|1788760|gb|AAC754
0	0.0121		gi|2367138|gb|AAC754
0	0.0119		gi|1788761|gb|AAC754
0	0.0119		gi|87082099|gb|AAC75
0	0.0119		gi|1788764|gb|AAC754
0	0.0		gi|1788765|gb|AAC754
0	0.0119		gi|87082100|gb|AAC75
0	0.0		gi|1788767|gb|AAC754
0	0.0		gi|1788768|gb|AAC754
0	0.0		gi|1788769|gb|AAC754
0	0.0122		gi|87082101|gb|AAC75
0	0.0		gi|87082102|gb|AAC75
0	0.0		gi|1788772|gb|AAC754
0	0.0		gi|87082103|gb|AAC75
0	0.0		gi|87082104|gb|AAC75
0	0.0359		gi|1788776|gb|AAC754
0	0.1572		gi|1788777|gb|AAC754
0	0.0		gi|1788778|gb|AAC754
0	0.0		gi|87082105|gb|AAC75
0	0.0		gi|1788780|gb|AAC754
0	0.0122		gi|1788781|gb|AAC754
0	0.0		gi|87082106|gb|AAC75
0	0.012		gi|145693166|gb|AAC7
0	0.0		gi|1788784|gb|AAC754
0	0.0		gi|1788785|gb|AAC754
0	0.0		gi|145693167|gb|AAC7
0	0.0		gi|1788787|gb|AAC754
0	0.0		gi|1788788|gb|AAC755
0	0.0		gi|145693168|gb|AAC7
0	0.0119		gi|1788791|gb|AAC755
0	0.0		gi|145693169|gb|AAC7
0	0.0119		gi|1788793|gb|AAC755
0	0.0119		gi|1788794|gb|AAC755
0	0.0		gi|87082107|gb|AAC75
0	0.0		gi|1788796|gb|AAC755
0	0.0		gi|1788797|gb|AAC755
0	0.012		gi|1788798|gb|AAC755
0	0.012		gi|87082108|gb|AAC75
0	0.0357		gi|1788800|gb|AAC755
0	0.0		gi|1788801|gb|AAC755
0	0.0		gi|1788802|gb|AAC755
0	0.0		gi|1788803|gb|AAC755
0	0.0119		gi|87082109|gb|AAC75
0	0.0359		gi|1788806|gb|AAC755
0	0.0119		gi|1788807|gb|AAC755
0	0.0119		gi|1788808|gb|AAC755
0	0.0		gi|1788809|gb|AAC755
0	0.0119		gi|1788810|gb|AAC755
0	0.0		gi|1788811|gb|AAC755
0	0.0119		gi|1788812|gb|AAC755
0	0.0		gi|1788814|gb|AAC755
0	0.0		gi|145693170|gb|ABP9
0	0.0243		gi|1788815|gb|AAC755
1	0.797		gi|1788816|gb|AAC755
0	0.0		gi|87082110|gb|ABD18
0	0.024		gi|87082111|gb|AAC75
0	0.0		gi|1788818|gb|AAC755
0	0.0		gi|1788819|gb|AAC755
0	0.0721		gi|1788820|gb|AAC755
0	0.0		gi|87082112|gb|AAC75
1	0.8489		gi|1788823|gb|AAC755
0	0.0124		gi|87082113|gb|AAC75
0	0.0119		gi|1788825|gb|AAC755
0	0.0362		gi|87082114|gb|AAC75
0	0.0		gi|1788827|gb|AAC755
0	0.0		gi|87082115|gb|AAC75
0	0.0		gi|1788829|gb|AAC755
0	0.0119		gi|1788830|gb|AAC755
0	0.0119		gi|1788831|gb|AAC755
0	0.0		gi|1788832|gb|AAC755
0	0.0		gi|1788833|gb|AAC755
0	0.0		gi|1788834|gb|AAC755
0	0.0		gi|87082116|gb|AAC75
0	0.0		gi|87082117|gb|AAC75
0	0.0		gi|1788837|gb|AAC755
0	0.0119		gi|1788838|gb|AAC755
0	0.012		gi|1788840|gb|AAC755
0	0.012		gi|1788841|gb|AAC755
0	0.0566		gi|226510964|gb|AAC7
0	0.0119		gi|1788843|gb|AAC755
0	0.0477		gi|87082118|gb|AAC75
0	0.096		gi|1788845|gb|AAC755
0	0.048		gi|1788846|gb|AAC755
0	0.0119		gi|1788847|gb|AAC755
0	0.0122		gi|1788848|gb|AAC755
0	0.0		gi|1788849|gb|AAC755
0	0.0		gi|1788851|gb|AAC755
0	0.0		gi|1788852|gb|AAC755
0	0.0		gi|1788853|gb|AAC755
0	0.1803		gi|1788854|gb|AAC755
0	0.2045		gi|1788855|gb|AAC755
0	0.0		gi|1788856|gb|AAC755
0	0.0		gi|87082119|gb|AAC75
1	0.9762		gi|87082120|gb|AAC75
0	0.0725		gi|1788859|gb|AAC755
0	0.0124		gi|1788860|gb|AAC755
1	0.9641		gi|1788861|gb|AAC755
1	0.8492		gi|1788863|gb|AAC755
0	0.0241		gi|1788864|gb|AAC755
0	0.0124		gi|1788865|gb|AAC755
0	0.1327		gi|1788866|gb|AAC755
0	0.0		gi|1788867|gb|AAC755
0	0.012		gi|1788868|gb|AAC755
0	0.0		gi|87082121|gb|AAC75
0	0.0		gi|87082122|gb|AAC75
0	0.0		gi|87082123|gb|AAC75
0	0.0		gi|1788873|gb|AAC755
0	0.0849		gi|1788874|gb|AAC755
0	0.0488		gi|1788875|gb|AAC755
0	0.0732		gi|1788876|gb|AAC755
0	0.061		gi|1788877|gb|AAC755
0	0.1687		gi|1788878|gb|AAC755
1	0.2439		gi|48994898|gb|AAT48
0	0.0242		gi|1788880|gb|AAC755
0	0.0		gi|1788881|gb|AAC755
1	0.7287		gi|1788882|gb|AAC755
0	0.012		gi|226510965|gb|AAC7
0	0.0		gi|87082124|gb|AAC75
0	0.0119		gi|1788886|gb|AAC755
0	0.0		gi|1788887|gb|AAC755
0	0.0		gi|545778207|gb|AGW8
0	0.0		gi|1788888|gb|AAC755
0	0.0		gi|1788889|gb|AAC755
0	0.0239		gi|1788890|gb|AAC755
0	0.0		gi|1788891|gb|AAC755
0	0.024		gi|1788892|gb|AAC755
0	0.0		gi|145693171|gb|AAC7
0	0.0		gi|1788894|gb|AAC755
0	0.0		gi|87082125|gb|AAC75
0	0.0119		gi|1788896|gb|AAC755
0	0.0		gi|1788897|gb|AAC756
0	0.0		gi|1788898|gb|AAC756
0	0.0		gi|87082126|gb|AAC75
0	0.0		gi|87082127|gb|AAC75
0	0.2002		gi|1788902|gb|AAC756
0	0.0119		gi|1788903|gb|AAC756
0	0.0359		gi|1788904|gb|AAC756
0	0.0		gi|1788905|gb|AAC756
0	0.0		gi|1788906|gb|AAC756
0	0.0		gi|87082128|gb|AAC75
0	0.0721		gi|48994899|gb|AAT48
0	0.0		gi|171474010|gb|AAC7
1	0.7651		gi|145693172|gb|AAC7
0	0.0241		gi|87082129|gb|AAC75
0	0.0		gi|87082130|gb|AAC75
0	0.0359		gi|1788914|gb|AAC756
0	0.0		gi|226510966|gb|ACO6
1	0.7637		gi|1788916|gb|AAC756
0	0.1568		gi|1788917|gb|AAC756
0	0.0		gi|2367140|gb|AAC756
1	0.8728		gi|1788919|gb|AAC756
1	0.7208		gi|1788920|gb|AAC756
1	0.813		gi|1788921|gb|AAC756
0	0.0678		gi|1788922|gb|AAC756
0	0.0		gi|1788923|gb|AAC756
0	0.0		gi|1788924|gb|AAC756
0	0.0		gi|1788925|gb|AAC756
1	0.6366		gi|1788926|gb|AAC756
0	0.072		gi|1788928|gb|AAC756
0	0.0119		gi|87082131|gb|AAC75
0	0.0		gi|1788930|gb|AAC756
0	0.0		gi|87082132|gb|AAC75
0	0.0119		gi|1788932|gb|AAC756
0	0.0		gi|1788933|gb|AAC756
0	0.0482		gi|1788934|gb|AAC756
0	0.0198		gi|1788935|gb|AAC756
0	0.0124		gi|1788936|gb|AAC756
0	0.0		gi|87082133|gb|AAC75
0	0.0		gi|1788938|gb|AAC756
1	0.684		gi|87082134|gb|AAC75
0	0.0		gi|145693173|gb|AAC7
0	0.0		gi|1788942|gb|AAC756
0	0.0437		gi|1788943|gb|AAC756
0	0.0		gi|1788945|gb|AAC756
0	0.0595		gi|1788946|gb|AAC756
1	0.7168		gi|1788947|gb|AAC756
0	0.0		gi|1788949|gb|AAC756
0	0.0		gi|1788950|gb|AAC756
0	0.048		gi|1788951|gb|AAC756
0	0.0598		gi|1788952|gb|AAC756
0	0.012		gi|1788953|gb|AAC756
0	0.0		gi|87082135|gb|AAC75
0	0.0		gi|1788955|gb|AAC756
0	0.0		gi|1788956|gb|AAC756
0	0.0		gi|1788957|gb|AAC756
1	0.8364		gi|1788958|gb|AAC756
1	0.8921		gi|1788959|gb|AAC756
1	0.2757		gi|87082136|gb|AAC75
1	0.8605		gi|1788961|gb|AAC756
1	0.9198		gi|1788963|gb|AAC756
0	0.0119		gi|145693174|gb|AAC7
0	0.0119		gi|145693175|gb|AAT4
1	0.8923		gi|1788967|gb|AAC756
1	0.8963		gi|1788968|gb|AAC756
0	0.0119		gi|48994901|gb|AAT48
0	0.0365		gi|87082138|gb|AAC75
0	0.0124		gi|87082139|gb|AAC75
0	0.1		gi|1788972|gb|AAC756
0	0.1074		gi|1788973|gb|AAC756
0	0.0119		gi|1788974|gb|AAC756
0	0.0		gi|1788976|gb|AAC756
0	0.012		gi|1788977|gb|AAC756
0	0.0122		gi|1788978|gb|AAC756
0	0.0		gi|1788979|gb|AAC756
0	0.0		gi|1788980|gb|AAC756
0	0.0		gi|1788981|gb|AAC756
0	0.0		gi|1788982|gb|AAC756
0	0.0		gi|1788983|gb|AAC756
0	0.0		gi|87082140|gb|AAC75
0	0.0		gi|48994902|gb|AAT48
0	0.0		gi|1788987|gb|AAC756
0	0.0		gi|1788988|gb|AAC756
0	0.0		gi|87082141|gb|AAC75
0	0.0		gi|87082142|gb|AAC75
0	0.0119		gi|1788990|gb|AAC756
0	0.0		gi|2367146|gb|AAC756
0	0.0		gi|1788996|gb|AAC756
0	0.0		gi|1788997|gb|AAC756
0	0.0		gi|87082144|gb|ABD18
0	0.0239		gi|1788998|gb|AAC756
0	0.0		gi|1788999|gb|AAC756
0	0.0		gi|87082145|gb|AAC75
0	0.0122		gi|87082147|gb|AAC75
0	0.0		gi|87082148|gb|AAC75
0	0.0358		gi|1789015|gb|AAC757
0	0.0		gi|1789016|gb|AAC757
0	0.0		gi|1789017|gb|AAC757
0	0.0		gi|87082149|gb|AAC75
0	0.0		gi|1789019|gb|AAC757
0	0.0		gi|1789020|gb|AAC757
0	0.0		gi|1789021|gb|AAC757
0	0.012		gi|1789022|gb|AAC757
0	0.0		gi|1789023|gb|AAC757
0	0.0		gi|1789025|gb|AAC757
0	0.0		gi|1789026|gb|AAC757
0	0.0		gi|452909628|gb|AAC7
0	0.0358		gi|1789028|gb|AAC757
0	0.0716		gi|1789029|gb|AAC757
0	0.1435		gi|1789030|gb|AAC757
0	0.0597		gi|1789031|gb|AAC757
0	0.0		gi|1789032|gb|AAC757
0	0.0		gi|1789033|gb|AAC757
0	0.0		gi|1789034|gb|AAC757
0	0.012		gi|1789038|gb|AAC757
0	0.0		gi|1789039|gb|AAC757
0	0.012		gi|1789040|gb|AAC757
0	0.0		gi|1789041|gb|AAC757
0	0.0		gi|1789042|gb|AAC757
0	0.0		gi|1789043|gb|AAC757
0	0.012		gi|1789044|gb|AAC757
0	0.0		gi|1789045|gb|AAC757
0	0.012		gi|1789046|gb|AAC757
1	0.6804		gi|1789047|gb|AAC757
1	0.3591		gi|1789048|gb|AAC757
0	0.0		gi|1789050|gb|AAC757
0	0.0796		gi|1789051|gb|AAC757
0	0.0		gi|1789052|gb|AAC757
0	0.0119		gi|1789053|gb|AAC757
0	0.0		gi|48994904|gb|AAT48
0	0.0		gi|48994905|gb|AAT48
0	0.0		gi|1789056|gb|AAC757
0	0.0		gi|1789057|gb|AAC757
0	0.0		gi|1789058|gb|AAC757
0	0.0124		gi|1789059|gb|AAC757
0	0.0		gi|87082151|gb|AAC75
0	0.0		gi|87082152|gb|AAC75
0	0.0359		gi|1789064|gb|AAC757
0	0.0238		gi|1789065|gb|AAC757
0	0.0		gi|2367152|gb|AAC757
0	0.0		gi|1789067|gb|AAC757
0	0.0198		gi|345297177|gb|AAC7
0	0.0		gi|48994906|gb|AAT48
0	0.012		gi|1789070|gb|AAC757
0	0.0196		gi|1789072|gb|AAC757
0	0.0		gi|1789073|gb|AAC757
0	0.0		gi|1789074|gb|AAC757
0	0.0		gi|1789075|gb|AAC757
0	0.0121		gi|1789076|gb|AAC757
0	0.0		gi|1789077|gb|AAC757
0	0.0		gi|2367154|gb|AAC757
0	0.0		gi|1789079|gb|AAC757
0	0.0		gi|1789080|gb|AAC757
0	0.0		gi|1789081|gb|AAC757
0	0.0		gi|1789082|gb|AAC757
0	0.0		gi|1789083|gb|AAC757
0	0.0119		gi|1789084|gb|AAC757
0	0.0		gi|226510967|gb|AAC7
0	0.0		gi|1789087|gb|AAC757
0	0.0		gi|1789088|gb|AAC757
0	0.0198		gi|1789089|gb|AAC757
0	0.0		gi|1789090|gb|AAC757
0	0.0		gi|226510968|gb|AAC7
0	0.0		gi|1789092|gb|AAC757
0	0.0		gi|1789093|gb|AAC757
0	0.0119		gi|1789094|gb|AAC757
0	0.0		gi|1789095|gb|AAC757
0	0.0		gi|1789097|gb|AAC757
0	0.0478		gi|1789098|gb|AAC757
0	0.0239		gi|1789099|gb|AAC757
0	0.0359		gi|1789100|gb|AAC757
0	0.0362		gi|1789101|gb|AAC757
0	0.0124		gi|1789102|gb|AAC757
1	0.8488		gi|1789103|gb|AAC757
1	0.7887		gi|1789104|gb|AAC757
1	0.6615		gi|1789105|gb|AAC757
0	0.0		gi|1789106|gb|AAC757
0	0.0121		gi|1789107|gb|AAC757
0	0.0362		gi|1789108|gb|AAC757
0	0.0602		gi|1789109|gb|AAC757
0	0.0119		gi|1789111|gb|AAC757
0	0.0119		gi|87082153|gb|AAC75
0	0.0		gi|1789113|gb|AAC757
0	0.0		gi|1789114|gb|AAC757
0	0.0		gi|87082154|gb|AAC75
0	0.0		gi|1789116|gb|AAC758
0	0.0119		gi|1789117|gb|AAC758
0	0.0		gi|1789118|gb|AAC758
0	0.0		gi|1789119|gb|AAC758
0	0.0361		gi|1789121|gb|AAC758
0	0.048		gi|1789122|gb|AAC758
0	0.012		gi|1789123|gb|AAC758
0	0.0361		gi|1789124|gb|AAC758
0	0.0		gi|87082155|gb|AAC75
